pl_name,hostname,discovery_year,discovery_method,orbital_period_days,radius_earth,mass_earth,semi_major_axis_au,stellar_temp_k,stellar_radius_solar,stellar_mass_solar,distance_pc,hz_inner_au,hz_outer_au,potentially_habitable,consortium
PYC-1997-1982,PYC Star 884,1997,Radial Velocity,31.584,9.679,434.735,0.1902,3571.0,1.207,0.92,65.7,0.346,0.816,0,Gaia
PYC-2021-1983,PYC Star 493,2021,Transit,1.674,3.355,56.501,0.0304,5393.0,0.747,1.334,125.7,0.488,1.151,0,Kepler
PYC-2001-1984,PYC Star 341,2001,Transit,86.542,11.914,357.122,0.3339,4594.0,0.739,0.663,136.6,0.35,0.827,0,Kepler
PYC-2016-1985,PYC Star 686,2016,Microlensing,129.251,2.367,12.965,0.3572,5969.0,0.809,0.364,128.0,0.647,1.528,0,Kepler
PYC-2003-1986,PYC Star 040,2003,Transit,4.723,1.906,5.16,0.0573,4580.0,0.514,1.125,18.1,0.242,0.572,0,Kepler
PYC-2022-1987,PYC Star 303,2022,Transit,424.475,1.492,2.207,1.099,4434.0,0.295,0.983,104.6,0.13,0.307,0,TESS
PYC-2019-1988,PYC Star 004,2019,Transit Timing Variations,27.37,9.103,533.01,0.2103,3986.0,1.517,1.656,52.3,0.541,1.277,0,OGLE
PYC-2023-1989,PYC Star 690,2023,Transit,218.394,5.312,37.017,0.6966,4835.0,1.151,0.946,261.7,0.604,1.426,0,Other
PYC-2021-1990,PYC Star 039,2021,Transit,120.606,3.871,10.336,0.4729,4840.0,0.596,0.97,12.1,0.314,0.74,0,WASP
PYC-1999-1991,PYC Star 677,1999,Transit,22.324,1.895,5.894,0.1683,5468.0,1.103,1.277,146.6,0.741,1.748,0,SPITZER
PYC-2013-1992,PYC Star 509,2013,Transit,5.45,0.557,0.204,0.0684,4860.0,1.304,1.436,365.6,0.692,1.633,0,TESS
PYC-2012-1993,PYC Star 392,2012,Transit,2.476,0.983,0.486,0.033,6685.0,0.659,0.78,19.8,0.661,1.561,0,K2
PYC-2022-1994,PYC Star 568,2022,Transit,310.913,8.76,119.967,1.0028,5211.0,1.083,1.392,226.4,0.661,1.559,0,Kepler
PYC-2013-1995,PYC Star 040,2013,Radial Velocity,122.922,4.513,132.055,0.4553,3912.0,1.416,0.833,352.9,0.487,1.149,0,TESS
PYC-2012-1996,PYC Star 730,2012,Transit,4.906,0.603,0.338,0.0566,3836.0,0.471,1.006,628.3,0.156,0.367,0,K2
PYC-2004-1997,PYC Star 240,2004,Transit,2236.807,6.197,115.879,3.6197,5281.0,1.144,1.265,90.2,0.717,1.692,0,Kepler
PYC-2022-1998,PYC Star 758,2022,Radial Velocity,552.297,1.473,8.197,1.4539,3884.0,1.06,1.344,88.9,0.359,0.848,0,SPITZER
PYC-1994-1999,PYC Star 796,1994,Transit,1.24,1.579,5.463,0.0234,5335.0,2.098,1.118,114.9,1.341,3.166,0,Kepler
PYC-2014-2000,PYC Star 496,2014,Radial Velocity,1.706,2.377,23.005,0.0246,5606.0,1.156,0.685,208.6,0.816,1.927,0,HAT-P
PYC-2003-2001,PYC Star 528,2003,Transit,51.319,0.561,0.124,0.2173,5628.0,0.748,0.52,215.7,0.532,1.256,0,Kepler
PYC-2011-2002,PYC Star 831,2011,Microlensing,0.997,2.287,4.675,0.0191,4018.0,0.788,0.936,184.1,0.286,0.674,0,TESS
PYC-2004-2003,PYC Star 365,2004,Transit,2182.372,1.148,1.95,3.6878,5629.0,2.237,1.405,80.9,1.593,3.758,1,WASP
PYC-2001-2004,PYC Star 358,2001,Transit,118.697,12.281,835.565,0.4981,5090.0,0.767,1.17,61.2,0.447,1.054,0,Kepler
PYC-2008-2005,PYC Star 852,2008,Radial Velocity,0.722,2.745,25.793,0.0162,4253.0,1.172,1.088,17.0,0.476,1.124,0,Kepler
PYC-2015-2006,PYC Star 364,2015,Transit,20.922,1.173,0.67,0.1485,4657.0,0.808,0.998,36.0,0.394,0.929,0,TESS
PYC-2015-2007,PYC Star 330,2015,Transit,2.899,1.287,2.741,0.0412,5224.0,1.464,1.114,148.4,0.898,2.118,0,TESS
PYC-2010-2008,PYC Star 006,2010,Transit,31.812,1.63,5.84,0.175,4194.0,1.497,0.706,112.3,0.592,1.396,0,K2
PYC-2008-2009,PYC Star 295,2008,Transit,3.625,3.389,38.135,0.0506,5072.0,0.891,1.314,48.4,0.515,1.215,0,K2
PYC-2018-2010,PYC Star 225,2018,Transit,668.838,0.917,0.651,1.6521,6101.0,0.749,1.345,99.5,0.627,1.479,0,Kepler
PYC-2009-2011,PYC Star 693,2009,Transit,249.094,1.381,2.998,0.7433,5668.0,0.741,0.883,189.9,0.535,1.263,1,Kepler
PYC-2019-2012,PYC Star 450,2019,Transit,1303.484,5.316,52.263,2.4575,4874.0,0.414,1.165,74.3,0.221,0.521,0,KMT
PYC-2006-2013,PYC Star 320,2006,Transit,2.34,6.553,114.587,0.0282,5011.0,0.942,0.548,58.0,0.531,1.253,0,Kepler
PYC-2018-2014,PYC Star 840,2018,Transit,12.459,10.802,288.822,0.1074,4316.0,0.933,1.065,399.6,0.39,0.921,0,TESS
PYC-2004-2015,PYC Star 402,2004,Transit,528.801,0.879,0.489,1.2601,4341.0,0.623,0.954,31.1,0.264,0.623,0,WASP
PYC-2021-2016,PYC Star 374,2021,Transit,11.239,6.844,131.682,0.1137,3417.0,0.394,1.554,25.2,0.103,0.244,0,OGLE
PYC-2017-2017,PYC Star 650,2017,Transit,11.777,13.252,647.606,0.099,5026.0,0.988,0.933,76.3,0.56,1.323,0,Kepler
PYC-2017-2018,PYC Star 235,2017,Transit,2648.618,5.212,50.051,4.146,5414.0,1.045,1.355,41.5,0.688,1.625,0,TESS
PYC-2003-2019,PYC Star 387,2003,Transit,388.331,1.544,1.616,0.9952,4736.0,1.075,0.872,63.4,0.542,1.278,1,CoRoT
PYC-2005-2020,PYC Star 635,2005,Transit,866.524,1.268,4.941,1.3624,4010.0,0.576,0.449,196.5,0.208,0.492,0,Kepler
PYC-2005-2021,PYC Star 290,2005,Transit,15.104,5.618,69.232,0.1165,4860.0,1.076,0.924,416.0,0.571,1.347,0,Kepler
PYC-2000-2022,PYC Star 386,2000,Transit,74.564,7.449,218.353,0.3548,6008.0,0.831,1.071,9.4,0.673,1.589,0,KMT
PYC-2002-2023,PYC Star 014,2002,Transit,22.283,1.395,0.986,0.1577,5608.0,1.328,1.054,26.5,0.938,2.214,0,TESS
PYC-2011-2024,PYC Star 714,2011,Transit,22.232,11.68,1175.386,0.1578,4773.0,0.58,1.06,194.9,0.297,0.701,0,Kepler
PYC-2007-2025,PYC Star 774,2007,Transit,1.25,1.749,4.65,0.0214,6643.0,1.51,0.838,271.0,1.497,3.533,0,TESS
PYC-2007-2026,PYC Star 601,2007,Radial Velocity,733.46,3.482,20.529,1.5327,7229.0,1.776,0.893,111.5,2.084,4.919,0,K2
PYC-2005-2027,PYC Star 474,2005,Transit,13.045,1.176,1.226,0.0951,4368.0,0.948,0.674,6.1,0.406,0.959,0,Kepler
PYC-2009-2028,PYC Star 804,2009,Transit,71.889,1.009,1.581,0.2681,4579.0,1.079,0.497,161.7,0.508,1.2,0,Kepler
PYC-2014-2029,PYC Star 766,2014,Transit,838.042,9.607,81.934,1.7181,5424.0,1.281,0.963,112.5,0.846,1.998,0,K2
PYC-2004-2030,PYC Star 422,2004,Transit,397.495,2.865,10.218,0.9699,3978.0,0.567,0.77,102.0,0.202,0.476,0,TESS
PYC-2013-2031,PYC Star 556,2013,Transit,2.346,1.785,4.249,0.0392,5564.0,0.723,1.459,295.0,0.503,1.187,0,TESS
PYC-2001-2032,PYC Star 844,2001,Transit,99.731,5.925,95.618,0.3263,4891.0,0.978,0.466,102.3,0.526,1.24,0,Kepler
PYC-2004-2033,PYC Star 181,2004,Transit,33.346,0.836,2.2,0.2098,5134.0,2.241,1.107,64.9,1.327,3.132,0,CoRoT
PYC-2017-2034,PYC Star 700,2017,Transit,4.075,1.676,3.237,0.064,4282.0,0.525,2.101,737.8,0.216,0.511,0,WASP
PYC-2008-2035,PYC Star 327,2008,Radial Velocity,0.576,3.08,30.567,0.0133,4091.0,1.881,0.938,73.3,0.707,1.669,0,TESS
PYC-1998-2036,PYC Star 084,1998,Microlensing,110.291,7.786,513.9,0.4499,3013.0,0.825,0.999,3.1,0.168,0.397,0,Kepler
PYC-2020-2037,PYC Star 376,2020,Transit,420.771,0.894,1.045,1.155,6136.0,0.886,1.161,49.6,0.75,1.769,1,Kepler
PYC-2018-2038,PYC Star 466,2018,Transit,1783.514,9.031,218.05,3.0527,5647.0,1.557,1.193,439.7,1.116,2.633,0,Gaia
PYC-2018-2039,PYC Star 666,2018,Radial Velocity,9.498,2.678,6.812,0.0837,5406.0,2.235,0.867,150.8,1.467,3.463,0,Kepler
PYC-2021-2040,PYC Star 137,2021,Transit,14.095,1.066,1.713,0.1015,5113.0,1.089,0.703,134.6,0.639,1.509,0,K2
PYC-2022-2041,PYC Star 493,2022,Radial Velocity,1.713,12.015,1460.524,0.0302,2726.0,1.52,1.257,55.6,0.254,0.599,0,WASP
PYC-2021-2042,PYC Star 595,2021,Transit,2615.215,1.328,2.748,2.9735,4124.0,0.595,0.513,63.7,0.227,0.536,0,OGLE
PYC-2010-2043,PYC Star 573,2010,Microlensing,783.902,1.046,2.081,1.8335,4570.0,0.709,1.338,35.8,0.333,0.785,0,HIRES
PYC-2015-2044,PYC Star 749,2015,Transit Timing Variations,2055.101,2.829,54.58,3.0221,3827.0,0.49,0.872,203.6,0.161,0.38,0,K2
PYC-2005-2045,PYC Star 678,2005,Transit,33.232,6.522,199.141,0.2024,3276.0,0.714,1.001,330.3,0.172,0.406,0,Other
PYC-2016-2046,PYC Star 419,2016,Transit,2.6,6.104,63.633,0.0348,3920.0,1.161,0.832,48.4,0.401,0.946,0,Kepler
PYC-2015-2047,PYC Star 247,2015,Transit,66.556,5.037,68.656,0.3798,4844.0,0.99,1.65,132.1,0.522,1.232,0,OGLE
PYC-1997-2048,PYC Star 792,1997,Transit,11.065,6.505,258.222,0.1,4844.0,1.958,1.091,169.7,1.032,2.436,0,Kepler
PYC-2001-2049,PYC Star 793,2001,Transit,8.914,1.768,3.887,0.081,5617.0,2.269,0.894,92.2,1.608,3.795,0,SPITZER
PYC-1997-2050,PYC Star 117,1997,Transit Timing Variations,0.834,1.651,7.822,0.0166,6657.0,0.846,0.885,141.5,0.843,1.988,0,KMT
PYC-2002-2051,PYC Star 408,2002,Transit,0.768,1.763,4.222,0.0161,5417.0,0.663,0.949,37.7,0.437,1.031,0,HAT-P
PYC-2016-2052,PYC Star 677,2016,Transit,11.747,1.661,4.419,0.1338,4642.0,1.517,2.314,37.4,0.734,1.733,0,TESS
PYC-2019-2053,PYC Star 595,2019,Radial Velocity,1552.874,3.057,15.332,2.2506,6420.0,1.59,0.631,35.3,1.472,3.474,0,Kepler
PYC-2014-2054,PYC Star 787,2014,Transit,253.408,6.886,163.416,0.8892,3376.0,1.098,1.461,59.5,0.281,0.663,0,TESS
PYC-2004-2055,PYC Star 197,2004,Transit,354.218,1.498,3.182,1.0469,2929.0,1.236,1.22,50.2,0.238,0.562,0,Kepler
PYC-2013-2056,PYC Star 847,2013,Transit Timing Variations,3.236,9.7,164.578,0.0512,4002.0,1.152,1.714,6.5,0.415,0.978,0,WASP
PYC-1997-2057,PYC Star 210,1997,Transit,280.807,1.875,4.109,0.9031,5531.0,0.577,1.246,190.5,0.396,0.935,1,Kepler
PYC-2013-2058,PYC Star 087,2013,Transit,15.017,11.61,316.82,0.1192,4952.0,0.52,1.001,270.2,0.286,0.676,0,Kepler
PYC-2013-2059,PYC Star 661,2013,Transit,0.68,8.139,190.159,0.017,3785.0,0.88,1.429,9.1,0.283,0.668,0,Kepler
PYC-2019-2060,PYC Star 835,2019,Microlensing,13.551,2.396,6.519,0.1143,4146.0,0.822,1.084,394.5,0.317,0.749,0,HAT-P
PYC-1998-2061,PYC Star 316,1998,Transit,1.29,1.697,6.563,0.0253,3683.0,1.019,1.302,285.2,0.311,0.733,0,TESS
PYC-2018-2062,PYC Star 144,2018,Transit,813.201,2.62,20.409,2.0142,3683.0,0.848,1.649,80.6,0.258,0.61,0,TESS
PYC-2009-2063,PYC Star 788,2009,Transit,721.524,1.634,4.742,1.5915,6196.0,0.418,1.033,34.7,0.361,0.851,0,Kepler
PYC-2018-2064,PYC Star 086,2018,Transit,5.2,0.672,0.188,0.0559,4671.0,0.348,0.862,29.0,0.171,0.402,0,K2
PYC-2009-2065,PYC Star 598,2009,Microlensing,94.036,2.284,8.15,0.3754,6393.0,1.254,0.798,198.3,1.151,2.717,0,TESS
PYC-2020-2066,PYC Star 114,2020,Transit,10.272,5.242,37.855,0.0975,3999.0,0.668,1.171,21.7,0.24,0.566,0,Kepler
PYC-1998-2067,PYC Star 599,1998,Imaging,1.584,2.296,8.064,0.024,5242.0,0.811,0.735,71.7,0.5,1.181,0,WASP
PYC-2015-2068,PYC Star 103,2015,Transit,131.387,10.852,680.687,0.4856,5004.0,0.7,0.885,120.9,0.394,0.93,0,TESS
PYC-2010-2069,PYC Star 342,2010,Transit,352.793,0.951,1.443,0.8728,5592.0,0.597,0.713,196.5,0.419,0.989,1,Other
PYC-2016-2070,PYC Star 418,2016,Radial Velocity,401.937,0.946,1.097,1.131,5029.0,0.59,1.195,50.1,0.335,0.791,0,Kepler
PYC-2024-2071,PYC Star 812,2024,Transit,1.515,1.478,5.182,0.0236,5687.0,1.424,0.769,11.6,1.035,2.442,0,K2
PYC-2013-2072,PYC Star 640,2013,Transit,38.755,8.931,337.834,0.1929,5299.0,0.808,0.637,180.2,0.51,1.203,0,SPITZER
PYC-2013-2073,PYC Star 850,2013,Radial Velocity,0.495,1.53,2.686,0.0108,3818.0,1.198,0.678,35.3,0.392,0.925,0,KMT
PYC-2020-2074,PYC Star 486,2020,Transit,0.894,2.231,12.475,0.017,5459.0,1.272,0.819,234.6,0.852,2.01,0,TESS
PYC-2013-2075,PYC Star 232,2013,Transit,0.824,12.581,1137.967,0.0163,4707.0,1.038,0.845,69.6,0.517,1.219,0,Kepler
PYC-2005-2076,PYC Star 382,2005,Transit Timing Variations,0.666,8.1,177.121,0.0154,4101.0,1.291,1.092,473.9,0.488,1.151,0,TESS
PYC-2005-2077,PYC Star 463,2005,Transit,7.86,12.549,868.256,0.0759,5425.0,0.906,0.945,31.4,0.599,1.413,0,TESS
PYC-2023-2078,PYC Star 507,2023,Transit,9.729,2.957,14.469,0.0931,5629.0,1.663,1.138,104.5,1.184,2.793,0,Kepler
PYC-2012-2079,PYC Star 816,2012,Transit,202.465,1.453,0.968,0.7112,4365.0,1.304,1.171,303.6,0.558,1.317,1,Kepler
PYC-2006-2080,PYC Star 807,2006,Transit,7.592,1.308,2.505,0.0824,4484.0,1.384,1.296,27.6,0.625,1.476,0,TESS
PYC-2021-2081,PYC Star 092,2021,Transit,1.4,0.818,0.311,0.0196,3552.0,0.59,0.513,28.2,0.167,0.395,0,Kepler
PYC-2022-2082,PYC Star 714,2022,Transit,1867.502,9.664,429.183,2.6022,3176.0,1.013,0.674,15.5,0.23,0.542,0,KMT
PYC-2001-2083,PYC Star 268,2001,Transit,987.608,2.735,6.352,2.0707,4582.0,0.394,1.214,115.8,0.186,0.439,0,Kepler
PYC-2011-2084,PYC Star 529,2011,Transit,1.212,3.108,13.305,0.0228,5513.0,1.691,1.077,129.3,1.154,2.724,0,Other
PYC-2006-2085,PYC Star 859,2006,Transit,10.182,1.654,2.98,0.103,4284.0,0.68,1.408,236.1,0.28,0.662,0,TESS
PYC-2014-2086,PYC Star 794,2014,Transit,1.792,14.26,1826.798,0.0241,6085.0,0.724,0.583,145.3,0.602,1.421,0,Other
PYC-2015-2087,PYC Star 436,2015,Transit,2082.934,1.104,0.991,3.0198,4615.0,0.486,0.847,87.3,0.233,0.549,0,HAT-P
PYC-2023-2088,PYC Star 042,2023,Transit,9.583,12.75,437.4,0.0853,4619.0,0.885,0.901,161.7,0.424,1.002,0,Kepler
PYC-2007-2089,PYC Star 856,2007,Transit,0.96,10.648,562.324,0.0194,4540.0,0.798,1.06,89.6,0.369,0.872,0,Kepler
PYC-2023-2090,PYC Star 816,2023,Transit,262.195,1.406,2.174,0.8051,5683.0,2.044,1.013,342.8,1.483,3.5,0,Kepler
PYC-2019-2091,PYC Star 342,2019,Radial Velocity,229.091,1.578,4.864,0.774,3937.0,1.325,1.178,39.7,0.461,1.089,1,WASP
PYC-1999-2092,PYC Star 124,1999,Transit,3.436,1.657,2.243,0.044,4684.0,0.714,0.961,18.6,0.352,0.83,0,Kepler
PYC-2011-2093,PYC Star 475,2011,Transit,7.043,13.694,1001.76,0.0844,4307.0,0.425,1.617,68.4,0.177,0.418,0,WASP
PYC-2020-2094,PYC Star 721,2020,Radial Velocity,16.229,2.038,21.88,0.1528,4295.0,0.322,1.807,110.6,0.133,0.315,0,KMT
PYC-2018-2095,PYC Star 409,2018,Transit,4.359,8.916,262.121,0.0458,4832.0,0.567,0.676,62.5,0.297,0.702,0,TESS
PYC-2008-2096,PYC Star 019,2008,Transit,5.266,6.608,148.871,0.0596,4698.0,0.494,1.016,13.9,0.245,0.579,0,WASP
PYC-1998-2097,PYC Star 412,1998,Transit,510.825,0.803,0.247,1.3726,5747.0,1.053,1.322,419.3,0.781,1.843,1,HIRES
PYC-2013-2098,PYC Star 463,2013,Transit,327.738,0.791,0.355,0.9961,4790.0,0.843,1.227,134.5,0.435,1.026,1,HAT-P
PYC-1999-2099,PYC Star 826,1999,Transit,193.215,1.284,2.41,0.6237,5300.0,0.907,0.867,36.5,0.572,1.351,1,Kepler
PYC-2019-2100,PYC Star 727,2019,Radial Velocity,183.379,3.678,25.065,0.6508,4955.0,0.587,1.093,32.3,0.324,0.765,0,Kepler
PYC-2017-2101,PYC Star 625,2017,Transit,42.11,3.863,45.647,0.1969,6063.0,0.964,0.575,105.6,0.796,1.878,0,TESS
PYC-2011-2102,PYC Star 364,2011,Radial Velocity,9.16,1.353,2.716,0.0855,4528.0,0.475,0.993,28.2,0.219,0.516,0,Kepler
PYC-2012-2103,PYC Star 851,2012,Microlensing,247.865,0.321,0.027,0.6513,4530.0,0.865,0.6,82.6,0.399,0.941,1,TESS
PYC-2000-2104,PYC Star 209,2000,Transit,1.13,1.895,8.756,0.0225,5471.0,1.308,1.195,125.7,0.879,2.075,0,Gaia
PYC-2019-2105,PYC Star 297,2019,Transit,1.408,0.601,0.143,0.0216,4516.0,0.764,0.677,26.9,0.35,0.825,0,TESS
PYC-2006-2106,PYC Star 761,2006,Transit,1.234,0.326,0.037,0.0229,5249.0,1.099,1.059,33.1,0.68,1.605,0,Kepler
PYC-2020-2107,PYC Star 894,2020,Pulsar Timing,276.304,5.629,100.231,0.8617,6904.0,0.37,1.118,165.6,0.396,0.934,0,Kepler
PYC-2011-2108,PYC Star 733,2011,Transit,78.4,1.172,3.304,0.3617,3919.0,0.357,1.027,29.8,0.123,0.29,0,HIRES
PYC-2013-2109,PYC Star 637,2013,Transit,22.205,1.696,2.389,0.1436,6179.0,1.043,0.802,221.2,0.894,2.11,0,Kepler
PYC-2022-2110,PYC Star 844,2022,Transit,28.021,0.772,0.549,0.1762,4357.0,1.442,0.929,224.6,0.615,1.451,0,Kepler
PYC-2002-2111,PYC Star 119,2002,Transit,644.026,14.868,1207.174,1.6751,6004.0,0.809,1.512,208.5,0.655,1.545,0,TESS
PYC-1998-2112,PYC Star 602,1998,Transit,1.185,7.296,243.648,0.0209,5417.0,2.363,0.862,116.2,1.558,3.677,0,TESS
PYC-2001-2113,PYC Star 372,2001,Transit,12.222,5.0,118.707,0.1041,5340.0,0.47,1.008,45.8,0.301,0.711,0,K2
PYC-1997-2114,PYC Star 538,1997,Transit,352.98,1.462,2.195,0.916,4664.0,0.663,0.823,103.9,0.324,0.764,0,TESS
PYC-2007-2115,PYC Star 224,2007,Microlensing,141.654,10.397,730.53,0.599,4575.0,0.959,1.429,132.6,0.451,1.063,0,TESS
PYC-1995-2116,PYC Star 440,1995,Transit,19.421,1.653,7.184,0.1427,4150.0,1.109,1.028,84.2,0.429,1.013,0,Kepler
PYC-2000-2117,PYC Star 212,2000,Transit,2.961,8.784,693.373,0.0369,4806.0,0.692,0.765,573.7,0.359,0.847,0,TESS
PYC-2018-2118,PYC Star 579,2018,Transit,1860.277,8.02,288.258,2.9627,4634.0,0.559,1.002,6.7,0.27,0.636,0,WASP
PYC-2001-2119,PYC Star 836,2001,Transit,15.233,3.884,36.83,0.1169,4972.0,1.19,0.919,325.7,0.661,1.559,0,K2
PYC-2018-2120,PYC Star 053,2018,Transit,1008.613,1.186,1.228,2.3155,3530.0,0.956,1.628,167.1,0.268,0.631,0,Other
PYC-2024-2121,PYC Star 863,2024,Transit,413.238,8.727,134.737,1.0801,4820.0,0.771,0.984,267.5,0.402,0.949,0,Kepler
PYC-2010-2122,PYC Star 593,2010,Transit,872.051,1.024,0.925,1.5202,5936.0,1.126,0.616,224.3,0.892,2.105,1,TESS
PYC-1998-2123,PYC Star 013,1998,Transit,0.465,4.632,56.94,0.0125,5650.0,0.846,1.191,1.7,0.607,1.432,0,WASP
PYC-2015-2124,PYC Star 521,2015,Transit,28.313,1.638,3.417,0.2239,4821.0,0.845,1.868,111.6,0.441,1.041,0,TESS
PYC-2001-2125,PYC Star 125,2001,Transit,4.049,3.605,37.813,0.0572,7106.0,0.831,1.52,149.6,0.943,2.225,0,Kepler
PYC-2008-2126,PYC Star 722,2008,Transit,4.612,1.926,2.657,0.0477,4280.0,0.622,0.68,69.5,0.256,0.604,0,TESS
PYC-2023-2127,PYC Star 250,2023,Transit,4.443,1.689,3.565,0.0513,4722.0,0.594,0.91,30.4,0.298,0.702,0,Other
PYC-2002-2128,PYC Star 052,2002,Transit,12.903,2.073,18.043,0.1073,3495.0,0.71,0.989,254.0,0.195,0.46,0,TESS
PYC-2009-2129,PYC Star 763,2009,Transit,15.616,1.668,6.224,0.122,4437.0,0.913,0.994,100.0,0.404,0.953,0,Kepler
PYC-2007-2130,PYC Star 483,2007,Transit,114.553,0.783,0.72,0.4826,6409.0,0.388,1.143,161.4,0.358,0.844,1,Kepler
PYC-2011-2131,PYC Star 550,2011,Radial Velocity,5.834,10.187,507.88,0.0609,4471.0,1.377,0.887,97.9,0.618,1.459,0,TESS
PYC-2003-2132,PYC Star 748,2003,Pulsar Timing,4.561,3.871,28.117,0.0484,3425.0,0.907,0.726,354.6,0.239,0.564,0,Kepler
PYC-2018-2133,PYC Star 509,2018,Microlensing,9.987,5.285,31.554,0.1014,5585.0,0.557,1.395,153.6,0.39,0.922,0,OGLE
PYC-2013-2134,PYC Star 716,2013,Transit,182.956,1.718,5.131,0.5532,5150.0,1.863,0.675,8.4,1.11,2.62,0,Gaia
PYC-2014-2135,PYC Star 538,2014,Transit,0.401,8.377,73.841,0.0097,5548.0,0.917,0.755,88.6,0.634,1.496,0,Gaia
PYC-1997-2136,PYC Star 026,1997,Transit,313.655,2.528,9.477,0.7919,4533.0,0.494,0.673,18.8,0.228,0.538,0,K2
PYC-1993-2137,PYC Star 855,1993,Radial Velocity,8.234,3.114,19.138,0.0857,3894.0,1.826,1.239,142.8,0.622,1.467,0,TESS
PYC-2016-2138,PYC Star 863,2016,Radial Velocity,68.395,1.269,1.485,0.3314,4635.0,1.656,1.038,288.5,0.799,1.886,0,K2
PYC-2013-2139,PYC Star 248,2013,Radial Velocity,357.277,3.82,96.577,1.0924,5299.0,0.598,1.362,11.7,0.377,0.89,0,Kepler
PYC-1997-2140,PYC Star 585,1997,Radial Velocity,38.157,0.3,0.109,0.2024,4735.0,0.778,0.76,1.0,0.392,0.925,0,TESS
PYC-2019-2141,PYC Star 111,2019,Transit,128.769,2.419,16.671,0.4312,5149.0,0.733,0.645,21.6,0.436,1.03,0,Kepler
PYC-2017-2142,PYC Star 257,2017,Radial Velocity,1468.543,1.122,0.849,2.4009,4317.0,0.385,0.856,14.2,0.161,0.38,0,Kepler
PYC-2003-2143,PYC Star 547,2003,Radial Velocity,0.522,1.883,13.547,0.0124,5183.0,1.042,0.938,65.5,0.628,1.483,0,KMT
PYC-2019-2144,PYC Star 313,2019,Transit,9.047,0.778,0.709,0.0871,4797.0,1.316,1.076,47.1,0.681,1.606,0,OGLE
PYC-2020-2145,PYC Star 872,2020,Microlensing,1561.984,0.912,0.492,2.1651,4165.0,1.21,0.555,45.2,0.471,1.112,0,SPITZER
PYC-2007-2146,PYC Star 071,2007,Transit,703.318,1.406,2.464,1.6367,4926.0,0.913,1.182,10.8,0.498,1.175,0,K2
PYC-2019-2147,PYC Star 639,2019,Pulsar Timing,98.244,5.132,113.462,0.3754,4452.0,1.375,0.731,119.9,0.612,1.445,0,KMT
PYC-2012-2148,PYC Star 551,2012,Radial Velocity,3.095,14.508,776.537,0.0385,5355.0,0.54,0.797,97.4,0.348,0.821,0,K2
PYC-2017-2149,PYC Star 803,2017,Transit,7.637,13.57,944.617,0.087,5586.0,2.04,1.508,300.6,1.43,3.374,0,Kepler
PYC-2021-2150,PYC Star 728,2021,Transit,844.683,8.552,310.507,1.3556,5251.0,0.636,0.466,12.6,0.394,0.93,0,TESS
PYC-2000-2151,PYC Star 806,2000,Transit,203.191,9.352,192.873,0.7023,3329.0,0.668,1.119,13.6,0.166,0.393,0,TESS
PYC-2006-2152,PYC Star 714,2006,Radial Velocity,5.116,2.706,11.628,0.0603,3932.0,0.695,1.118,163.6,0.241,0.569,0,TESS
PYC-2003-2153,PYC Star 198,2003,Radial Velocity,1.302,3.404,14.473,0.0212,4227.0,0.672,0.751,77.2,0.27,0.637,0,HAT-P
PYC-2012-2154,PYC Star 382,2012,Transit,424.222,1.615,5.365,1.0488,4083.0,0.825,0.855,198.1,0.309,0.729,0,K2
PYC-2009-2155,PYC Star 617,2009,Radial Velocity,68.386,0.758,0.309,0.3774,4311.0,0.811,1.533,96.5,0.339,0.799,1,SPITZER
PYC-2017-2156,PYC Star 899,2017,Transit,2164.921,1.786,5.224,4.118,5633.0,0.954,1.988,67.6,0.68,1.605,0,Kepler
PYC-2007-2157,PYC Star 776,2007,Transit,15.04,0.464,0.068,0.135,5429.0,0.623,1.452,1.3,0.412,0.973,0,WASP
PYC-2013-2158,PYC Star 585,2013,Transit,9.007,0.993,0.557,0.1056,4419.0,0.97,1.935,70.4,0.425,1.004,0,SPITZER
PYC-2009-2159,PYC Star 092,2009,Transit,5.355,4.072,21.317,0.0553,5333.0,0.551,0.785,145.0,0.352,0.831,0,TESS
PYC-2020-2160,PYC Star 379,2020,Transit,29.47,1.385,2.016,0.1553,5096.0,1.251,0.575,111.7,0.73,1.723,0,KMT
PYC-2019-2161,PYC Star 586,2019,Transit,7.123,1.668,4.137,0.072,4770.0,1.244,0.982,110.1,0.636,1.501,0,WASP
PYC-2017-2162,PYC Star 694,2017,Transit,0.769,14.792,1322.032,0.018,5833.0,0.898,1.325,55.0,0.686,1.619,0,Kepler
PYC-2012-2163,PYC Star 245,2012,Transit,6.48,1.484,1.151,0.0548,4205.0,0.672,0.522,141.1,0.267,0.63,0,WASP
PYC-1997-2164,PYC Star 421,1997,Radial Velocity,2.82,12.403,640.575,0.0351,4847.0,1.035,0.723,3.1,0.546,1.29,0,WASP
PYC-2010-2165,PYC Star 739,2010,Transit,577.733,0.734,0.308,1.2344,3854.0,0.604,0.752,171.4,0.201,0.475,0,Kepler
PYC-2021-2166,PYC Star 750,2021,Radial Velocity,3.273,1.17,1.965,0.045,3897.0,0.914,1.133,41.1,0.312,0.736,0,TESS
PYC-2006-2167,PYC Star 201,2006,Transit,24.0,4.599,46.208,0.1672,3575.0,0.841,1.083,84.1,0.241,0.57,0,Kepler
